EmployeeCode,Gender,EmployeeName,OfficialEmail,Username,EmployeeCount,Over18,StandardHours,Company,Industry,Country,Age,AgeGroup,DateOfBirth,MaritalStatus,Education,EducationField,State,City,PhoneNumber,Department,JobRole,BusinessTravel,WorkMode,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HireDate,MonthlyIncome,SalarySlab,SalaryHikePercent,StockOptionLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingTimesLastYear,NumCompaniesWorked,PromotionLast5Years,OverTime,Attrition
HRA240375,Male,Sandeep Sharma,sandeep.sharma@hrhub.co.in,sandeep.sharma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,41,36-45,1985-07-31,Single,PhD,Finance,Telangana,Warangal,9969999381,Marketing,Content Strategist,Travel_Rarely,Hybrid,11.4,8,7,2,6,2017-08-11,92150,10+ LPA,12,0,3,1,1,2,3,0,5.0,No,No,No
HRA240376,Female,Harini Mukherjee,harini.mukherjee@hrhub.co.in,harini.mukherjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,31,26-35,1995-07-29,Single,Diploma,Electrical,Uttar Pradesh,Lucknow,9289966686,Sales,Business Development Executive,Travel_Rarely,Work From Office,7.5,3,0,0,3,2021-07-05,58850,6-10 LPA,6,3,3,1,3,3,4,1,7.5,No,No,No
HRA240377,Female,Vidya Gupta,vidya.gupta@hrhub.co.in,vidya.gupta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,23,18-25,2003-07-27,Single,Bachelor,Finance,Uttar Pradesh,Lucknow,9030275960,Marketing,Content Strategist,Travel_Rarely,Work From Office,0.7,0,0,0,0,2028-04-21,32000,3-6 LPA,11,2,4,2,1,3,3,6,0.7,Yes,Yes,No
HRA240378,Female,Ananya Mishra,ananya.mishra@hrhub.co.in,ananya.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,26,26-35,2000-07-27,Married,High School,General Education,Rajasthan,Jaipur,9409991514,Operations,Operations Executive,Travel_Rarely,Work From Office,0.3,0,0,0,0,2028-09-14,33250,3-6 LPA,20,2,3,4,2,4,3,0,0.3,Yes,No,No
HRA240379,Female,Vaishnavi Joshi,vaishnavi.joshi@hrhub.co.in,vaishnavi.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,32,26-35,1994-07-29,Married,PhD,Computer Science,Tamil Nadu,Coimbatore,9396042408,Administration,Administrative Executive,Travel_Rarely,Work From Office,1.5,0,0,0,0,2027-07-04,25400,3-6 LPA,18,1,1,1,1,2,2,2,1.5,No,No,No
HRA240380,Male,Sandeep Sinha,sandeep.sinha@hrhub.co.in,sandeep.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,49,46-55,1977-08-02,Single,High School,General Education,Kerala,Kozhikode,9096351591,Administration,Administrative Executive,Travel_Rarely,Work From Office,3.3,0,0,0,0,2025-09-15,39850,3-6 LPA,20,3,1,4,1,3,2,3,3.3,No,No,No
HRA240381,Female,Harini Mukherjee,harini.mukherjee@hrhub.co.in,harini.mukherjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,23,18-25,2003-07-27,Married,High School,General Education,Gujarat,Ahmedabad,9330032569,Sales,Sales Manager,Travel_Rarely,Hybrid,1.8,0,0,0,0,2027-03-16,58550,6-10 LPA,24,3,3,3,3,2,2,3,1.8,No,Yes,No
HRA240382,Male,Aarav Reddy,aarav.reddy@hrhub.co.in,aarav.reddy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,57,55+,1969-08-04,Single,Diploma,Civil,Kerala,Kochi,9315653667,Administration,Office Administrator,Travel_Rarely,Work From Office,32.7,12,5,0,11,1996-04-29,139750,10+ LPA,15,1,2,2,2,2,3,5,3.0,No,No,No
HRA240383,Male,Varun Roy,varun.roy@hrhub.co.in,varun.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,46,46-55,1980-08-01,Married,MBA,Marketing,Tamil Nadu,Madurai,9657758335,Finance,Accountant,Travel_Frequently,Work From Office,24.5,12,4,0,6,2004-07-09,144600,10+ LPA,9,1,4,1,3,3,1,1,4.0,No,No,No
HRA240384,Female,Megha Agarwal,megha.agarwal@hrhub.co.in,megha.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,24,18-25,2002-07-27,Single,Diploma,Computer,Maharashtra,Mumbai,9491410526,Marketing,Content Strategist,Travel_Rarely,Hybrid,1.2,1,0,0,0,2027-10-21,33550,3-6 LPA,10,3,4,3,3,3,2,3,1.2,No,No,No
HRA240385,Female,Riya Sen,riya.sen@hrhub.co.in,riya.sen,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,37,36-45,1989-07-30,Single,PhD,Computer Science,Telangana,Warangal,9301333279,Sales,Business Development Executive,Travel_Frequently,Remote,8.8,2,0,1,0,2020-03-17,63850,6-10 LPA,18,3,2,4,1,3,3,4,1.0,No,No,No
HRA240386,Female,Neha Mishra,neha.mishra@hrhub.co.in,neha.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,25,18-25,2001-07-27,Divorced,PhD,Computer Science,Delhi,New Delhi,9952606822,Marketing,Digital Marketing Specialist,Travel_Rarely,Hybrid,0.3,0,0,0,0,2028-09-14,25150,3-6 LPA,24,1,3,2,2,3,4,4,0.3,Yes,No,No
HRA240387,Male,Nikhil Reddy,nikhil.reddy@hrhub.co.in,nikhil.reddy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,18,18-25,2008-07-25,Single,PhD,Computer Science,Tamil Nadu,Madurai,9711202730,Sales,Business Development Executive,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,35850,3-6 LPA,9,0,3,2,2,1,2,1,0.0,No,Yes,No
HRA240388,Female,Anjali Chatterjee,anjali.chatterjee@hrhub.co.in,anjali.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,25,18-25,2001-07-27,Divorced,PhD,Finance,Kerala,Thiruvananthapuram,9738792787,IT,Network Engineer,Non-Travel,Hybrid,1.0,0,0,0,0,2028-01-02,39000,3-6 LPA,18,2,2,3,3,4,3,3,1.0,No,No,No
HRA240389,Male,Mohit Patel,mohit.patel@hrhub.co.in,mohit.patel,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,22,18-25,2004-07-26,Single,PhD,Finance,Tamil Nadu,Madurai,9919872029,Marketing,Marketing Executive,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,26450,3-6 LPA,23,0,3,1,4,4,2,1,0.0,No,No,No
HRA240390,Female,Sneha Khan,sneha.khan@hrhub.co.in,sneha.khan,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,21,18-25,2005-07-26,Married,Bachelor,Information Technology,West Bengal,Howrah,9192980284,Operations,Operations Manager,Travel_Frequently,Work From Office,0.0,0,0,0,0,2029-01-01,73650,6-10 LPA,6,2,4,1,4,2,2,1,0.0,Yes,No,No
HRA240391,Female,Riya Shah,riya.shah@hrhub.co.in,riya.shah,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,60,55+,1966-08-05,Single,High School,General Education,Uttar Pradesh,Noida,9226594152,Human Resources,Talent Acquisition Specialist,Travel_Rarely,Work From Office,31.3,14,5,7,8,1997-09-22,129050,10+ LPA,8,3,3,3,4,4,3,6,7.0,Yes,Yes,No
HRA240392,Male,Amit Singh,amit.singh@hrhub.co.in,amit.singh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,21,18-25,2005-07-26,Married,MBA,Finance,Gujarat,Vadodara,9511858110,Administration,Administrative Executive,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,26350,3-6 LPA,10,0,2,3,1,1,2,5,0.0,No,Yes,Yes
HRA240393,Female,Nikita Mehta,nikita.mehta@hrhub.co.in,nikita.mehta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,21,18-25,2005-07-26,Single,High School,General Education,Rajasthan,Jodhpur,9278884787,Administration,Facility Coordinator,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,30250,3-6 LPA,6,2,4,1,3,4,2,0,0.0,No,Yes,No
HRA240394,Male,Ayush Chatterjee,ayush.chatterjee@hrhub.co.in,ayush.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,23,18-25,2003-07-27,Married,MBA,Marketing,Tamil Nadu,Madurai,9143044469,IT,System Administrator,Travel_Rarely,Work From Office,0.8,0,0,0,0,2028-03-15,40100,3-6 LPA,18,1,3,3,1,1,3,0,0.8,No,No,No
HRA240395,Male,Ayush Agarwal,ayush.agarwal@hrhub.co.in,ayush.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,46,46-55,1980-08-01,Married,Master,Computer Science,Uttar Pradesh,Lucknow,9616684648,Operations,Operations Executive,Travel_Frequently,Remote,23.3,16,15,2,16,2005-09-20,146550,10+ LPA,7,0,3,4,2,2,3,2,4.0,Yes,No,No
HRA240396,Female,Riya Singh,riya.singh@hrhub.co.in,riya.singh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,47,46-55,1979-08-02,Single,Diploma,Computer,Delhi,New Delhi,9209160494,Administration,Administrative Executive,Travel_Frequently,Work From Office,5.0,4,0,0,3,2024-01-03,51850,6-10 LPA,17,3,4,4,2,4,2,0,5.0,No,No,No
HRA240397,Female,Ritika Joshi,ritika.joshi@hrhub.co.in,ritika.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,59,55+,1967-08-05,Single,Bachelor,Finance,Maharashtra,Pune,9712656564,Administration,Facility Coordinator,Travel_Rarely,Work From Office,15.9,3,2,1,0,2013-02-11,125450,10+ LPA,8,1,1,4,1,1,1,5,5.0,No,No,No
HRA240398,Female,Sneha Mishra,sneha.mishra@hrhub.co.in,sneha.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,49,46-55,1977-08-02,Married,Diploma,Computer,West Bengal,Howrah,9525761503,Finance,Financial Analyst,Non-Travel,Work From Office,17.6,8,8,0,8,2011-06-01,152900,10+ LPA,21,3,3,2,1,3,2,2,2.0,Yes,No,No
HRA240399,Female,Shreya Kumar,shreya.kumar@hrhub.co.in,shreya.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,31,26-35,1995-07-29,Single,High School,General Education,Karnataka,Hubballi,9339893090,Human Resources,HR Executive,Travel_Rarely,Work From Office,8.1,6,2,2,6,2020-11-28,78850,6-10 LPA,23,0,2,3,1,3,4,2,0.0,Yes,No,No
HRA240400,Male,Sumit Sharma,sumit.sharma@hrhub.co.in,sumit.sharma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,56,55+,1970-08-04,Single,Bachelor,Marketing,Maharashtra,Mumbai,9799046369,Sales,Sales Executive,Travel_Frequently,Hybrid,31.9,12,12,4,6,1997-02-15,182900,10+ LPA,21,1,3,4,4,1,4,5,3.0,No,No,No
HRA240401,Male,Pranav Shah,pranav.shah@hrhub.co.in,pranav.shah,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,47,46-55,1979-08-02,Single,MBA,Operations,Kerala,Kozhikode,9426915489,IT,Software Engineer,Travel_Frequently,Work From Office,17.9,8,5,1,7,2011-02-12,182050,10+ LPA,6,2,1,4,3,3,1,2,6.0,Yes,No,No
HRA240402,Male,Rohan Sharma,rohan.sharma@hrhub.co.in,rohan.sharma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,52,46-55,1974-08-03,Married,Master,Marketing,Rajasthan,Jodhpur,9501391938,IT,Software Engineer,Travel_Rarely,Work From Office,22.2,9,2,0,1,2006-10-26,145300,10+ LPA,24,2,3,2,1,3,1,2,6.0,Yes,No,No
HRA240403,Male,Manish Verma,manish.verma@hrhub.co.in,manish.verma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,46,46-55,1980-08-01,Married,Diploma,Electrical,Telangana,Hyderabad,9733089034,Human Resources,HR Business Partner,Travel_Rarely,Hybrid,7.1,3,1,0,0,2021-11-28,83100,6-10 LPA,24,2,3,4,4,1,4,3,7.1,No,No,No
HRA240404,Male,Sahil Roy,sahil.roy@hrhub.co.in,sahil.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,22,18-25,2004-07-26,Married,PhD,Finance,Kerala,Kozhikode,9846761709,Marketing,Digital Marketing Specialist,Travel_Rarely,Hybrid,0.2,0,0,0,0,2028-10-20,32150,3-6 LPA,9,0,2,1,2,1,3,3,0.2,No,No,Yes
HRA240405,Male,Vivek Joshi,vivek.joshi@hrhub.co.in,vivek.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,37,36-45,1989-07-30,Single,Bachelor,Finance,Telangana,Hyderabad,9057275622,Administration,Office Administrator,Travel_Rarely,Work From Office,9.1,8,3,4,0,2019-11-29,60500,6-10 LPA,11,3,1,2,4,4,1,5,7.0,No,No,No
HRA240406,Female,Ritika Roy,ritika.roy@hrhub.co.in,ritika.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,30,26-35,1996-07-28,Married,Diploma,Electrical,Uttar Pradesh,Noida,9567794668,Human Resources,HR Executive,Non-Travel,Work From Office,8.7,4,4,1,1,2020-04-23,67400,6-10 LPA,22,0,4,4,3,4,3,3,5.0,No,No,No
HRA240407,Female,Nikita Verma,nikita.verma@hrhub.co.in,nikita.verma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,37,36-45,1989-07-30,Single,PhD,Finance,West Bengal,Howrah,9279346829,Operations,Supply Chain Coordinator,Non-Travel,Work From Office,5.5,1,1,0,1,2023-07-05,56250,6-10 LPA,22,3,3,4,2,3,1,2,4.0,No,No,No
HRA240408,Female,Priya Mishra,priya.mishra@hrhub.co.in,priya.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,30,26-35,1996-07-28,Married,PhD,Finance,Karnataka,Bengaluru,9318872779,IT,Software Engineer,Non-Travel,Hybrid,4.5,4,3,1,2,2024-07-04,42900,3-6 LPA,15,0,3,3,4,3,4,1,2.0,No,No,No
HRA240409,Female,Megha Bose,megha.bose@hrhub.co.in,megha.bose,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,52,46-55,1974-08-03,Married,Bachelor,Business Administration,Karnataka,Mysuru,9312141382,Operations,Supply Chain Coordinator,Travel_Rarely,Hybrid,19.3,17,13,8,13,2009-09-19,143500,10+ LPA,25,2,3,4,1,1,4,0,5.0,No,No,No
HRA240410,Male,Varun Khan,varun.khan@hrhub.co.in,varun.khan,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,41,36-45,1985-07-31,Married,Diploma,Electrical,Telangana,Warangal,9124655295,Operations,Operations Manager,Travel_Rarely,Remote,19.4,6,2,0,3,2009-08-14,194100,10+ LPA,5,1,2,4,1,1,2,5,1.0,No,Yes,Yes
HRA240411,Female,Sonali Patel,sonali.patel@hrhub.co.in,sonali.patel,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,21,18-25,2005-07-26,Single,MBA,Human Resources,Uttar Pradesh,Kanpur,9555773432,Marketing,Marketing Executive,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,32650,3-6 LPA,24,1,3,1,3,4,4,1,0.0,No,No,No
HRA240412,Female,Megha Mishra,megha.mishra@hrhub.co.in,megha.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,27,26-35,1999-07-28,Married,PhD,Computer Science,Uttar Pradesh,Lucknow,9244698459,Marketing,Content Strategist,Travel_Frequently,Work From Office,2.3,0,0,0,0,2026-09-15,40200,3-6 LPA,9,3,3,3,4,2,3,2,2.3,No,No,No
HRA240413,Male,Vikas Patel,vikas.patel@hrhub.co.in,vikas.patel,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,35,26-35,1991-07-30,Married,PhD,Computer Science,Kerala,Kochi,9749390981,Operations,Operations Executive,Travel_Rarely,Work From Office,13.4,1,1,0,0,2015-08-12,118200,10+ LPA,7,1,3,3,1,3,3,6,1.0,No,No,No
HRA240414,Male,Rahul Agarwal,rahul.agarwal@hrhub.co.in,rahul.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,18,18-25,2008-07-25,Married,Master,Marketing,Uttar Pradesh,Noida,9190032260,IT,Data Analyst,Travel_Rarely,Hybrid,0.0,0,0,0,0,2029-01-01,34850,3-6 LPA,22,2,3,2,1,1,2,1,0.0,No,No,No
HRA240415,Female,Kavya Jain,kavya.jain@hrhub.co.in,kavya.jain,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,46,46-55,1980-08-01,Married,Master,Finance,Maharashtra,Nagpur,9585821964,Sales,Sales Manager,Travel_Frequently,Work From Office,13.6,2,1,0,0,2015-05-31,149300,10+ LPA,7,1,3,3,2,2,2,0,7.0,No,Yes,Yes
HRA240416,Female,Priya Agarwal,priya.agarwal@hrhub.co.in,priya.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,60,55+,1966-08-05,Single,High School,General Education,Uttar Pradesh,Kanpur,9244547597,Administration,Office Administrator,Travel_Rarely,Work From Office,31.5,26,25,8,26,1997-07-11,151900,10+ LPA,11,0,3,2,3,2,4,6,4.0,No,No,No
HRA240417,Male,Sahil Joshi,sahil.joshi@hrhub.co.in,sahil.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,45,36-45,1981-08-01,Married,Bachelor,Marketing,Delhi,New Delhi,9090358587,Finance,Financial Analyst,Travel_Rarely,Work From Office,19.3,11,0,1,7,2009-09-19,167100,10+ LPA,24,1,3,2,1,1,2,1,8.0,No,No,No
HRA240418,Male,Rahul Jain,rahul.jain@hrhub.co.in,rahul.jain,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,45,36-45,1981-08-01,Divorced,PhD,Finance,Tamil Nadu,Madurai,9706959901,Marketing,Digital Marketing Specialist,Travel_Frequently,Hybrid,5.3,5,5,0,2,2023-09-16,67750,6-10 LPA,11,2,3,2,1,1,1,4,5.3,Yes,Yes,Yes
HRA240419,Male,Arjun Das,arjun.das@hrhub.co.in,arjun.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,21,18-25,2005-07-26,Single,Diploma,Electrical,Maharashtra,Nagpur,9939560898,Administration,Administrative Executive,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,26800,3-6 LPA,10,2,4,3,1,1,4,1,0.0,Yes,No,No
HRA240420,Female,Ritika Patel,ritika.patel@hrhub.co.in,ritika.patel,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,58,55+,1968-08-04,Married,Bachelor,Finance,Telangana,Hyderabad,9273160350,Finance,Finance Executive,Travel_Rarely,Hybrid,0.6,0,0,0,0,2028-05-27,40000,3-6 LPA,16,1,4,3,1,4,3,6,0.6,No,No,No
HRA240421,Female,Nikita Mukherjee,nikita.mukherjee@hrhub.co.in,nikita.mukherjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,43,36-45,1983-08-01,Married,PhD,Finance,Tamil Nadu,Coimbatore,9914284000,Sales,Sales Executive,Non-Travel,Work From Office,16.7,14,4,3,7,2012-04-25,158700,10+ LPA,20,0,1,4,2,2,2,1,2.0,No,No,No
HRA240422,Male,Deepak Nair,deepak.nair@hrhub.co.in,deepak.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,45,36-45,1981-08-01,Married,Diploma,Electrical,Delhi,New Delhi,9450154177,IT,System Administrator,Travel_Rarely,Remote,24.0,13,1,0,11,2005-01-07,168500,10+ LPA,6,0,4,1,1,4,2,5,4.0,No,No,No
HRA240423,Male,Harsh Patel,harsh.patel@hrhub.co.in,harsh.patel,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,60,55+,1966-08-05,Married,Bachelor,Computer Science,West Bengal,Howrah,9963155580,Operations,Operations Executive,Travel_Rarely,Work From Office,30.1,14,5,1,11,1998-12-04,136800,10+ LPA,21,1,3,2,2,4,1,5,8.0,No,Yes,No
HRA240424,Female,Aditi Chatterjee,aditi.chatterjee@hrhub.co.in,aditi.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,60,55+,1966-08-05,Single,MBA,Finance,Delhi,New Delhi,9418429326,Operations,Operations Manager,Non-Travel,Work From Office,2.6,1,0,0,1,2026-05-28,67350,6-10 LPA,18,2,2,1,3,3,4,0,2.0,No,Yes,No
HRA240425,Male,Mohit Ghosh,mohit.ghosh@hrhub.co.in,mohit.ghosh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,59,55+,1967-08-05,Married,Master,Human Resources,Telangana,Hyderabad,9604186960,Marketing,Digital Marketing Specialist,Travel_Rarely,Hybrid,3.8,1,0,0,0,2025-03-16,53300,6-10 LPA,21,3,3,3,2,1,4,2,3.0,No,No,No
HRA240426,Female,Sneha Das,sneha.das@hrhub.co.in,sneha.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,50,46-55,1976-08-02,Married,Master,Business Administration,Karnataka,Hubballi,9617568634,Human Resources,Talent Acquisition Specialist,Travel_Rarely,Work From Office,11.1,4,1,0,0,2017-11-29,111600,10+ LPA,23,1,3,3,2,1,1,1,5.0,No,No,No
HRA240427,Female,Neha Mehta,neha.mehta@hrhub.co.in,neha.mehta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,58,55+,1968-08-04,Divorced,Diploma,Civil,Tamil Nadu,Madurai,9108853488,Finance,Accountant,Non-Travel,Hybrid,33.4,28,23,2,14,1995-08-17,187050,10+ LPA,19,1,3,4,2,2,1,4,1.0,No,No,No
HRA240428,Female,Priya Sen,priya.sen@hrhub.co.in,priya.sen,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,24,18-25,2002-07-27,Single,Diploma,Civil,Maharashtra,Mumbai,9073617457,Sales,Sales Manager,Travel_Rarely,Work From Office,0.2,0,0,0,0,2028-10-20,58100,6-10 LPA,7,1,3,2,1,3,1,2,0.0,Yes,No,No
HRA240429,Male,Amit Kumar,amit.kumar@hrhub.co.in,amit.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,60,55+,1966-08-05,Married,PhD,Computer Science,Kerala,Kochi,9772443764,Human Resources,HR Business Partner,Travel_Rarely,Hybrid,28.9,9,6,4,9,2000-02-15,179700,10+ LPA,16,1,3,4,3,4,3,3,0.0,No,No,No
HRA240430,Female,Ritika Mukherjee,ritika.mukherjee@hrhub.co.in,ritika.mukherjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,25,18-25,2001-07-27,Married,PhD,Finance,Kerala,Kochi,9833826561,Marketing,Digital Marketing Specialist,Travel_Rarely,Hybrid,2.3,2,0,0,1,2026-09-15,51600,6-10 LPA,24,0,3,2,4,4,1,5,2.3,No,No,No
HRA240431,Female,Priya Sinha,priya.sinha@hrhub.co.in,priya.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,36,36-45,1990-07-30,Married,PhD,Management,Gujarat,Vadodara,9775977673,Operations,Supply Chain Coordinator,Travel_Frequently,Work From Office,0.2,0,0,0,0,2028-10-20,29700,3-6 LPA,11,1,3,2,2,2,3,3,0.2,No,No,No
HRA240432,Female,Riya Rao,riya.rao@hrhub.co.in,riya.rao,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,50,46-55,1976-08-02,Single,Bachelor,Finance,Maharashtra,Pune,9385460521,IT,Data Analyst,Travel_Rarely,Work From Office,0.1,0,0,0,0,2028-11-26,28250,3-6 LPA,23,2,3,4,4,2,1,4,0.1,No,No,No
HRA240433,Female,Sonali Sharma,sonali.sharma@hrhub.co.in,sonali.sharma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,55,46-55,1971-08-04,Married,PhD,Finance,Kerala,Kozhikode,9062315434,Human Resources,Talent Acquisition Specialist,Travel_Rarely,Hybrid,10.5,7,0,2,6,2018-07-06,113500,10+ LPA,8,3,3,2,3,3,4,1,4.0,No,No,No
HRA240434,Male,Sandeep Joshi,sandeep.joshi@hrhub.co.in,sandeep.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,24,18-25,2002-07-27,Single,Diploma,Computer,Uttar Pradesh,Lucknow,9408962870,Administration,Facility Coordinator,Travel_Rarely,Hybrid,1.1,1,1,0,0,2027-11-27,19050,0-3 LPA,24,0,3,1,4,1,1,2,1.1,No,No,No
HRA240435,Male,Rahul Sinha,rahul.sinha@hrhub.co.in,rahul.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,23,18-25,2003-07-27,Married,MBA,Finance,West Bengal,Kolkata,9131896050,Finance,Financial Analyst,Travel_Rarely,Hybrid,1.3,1,0,0,0,2027-09-15,36700,3-6 LPA,13,0,3,3,3,3,3,0,1.3,No,No,No
HRA240436,Female,Neha Reddy,neha.reddy@hrhub.co.in,neha.reddy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,22,18-25,2004-07-26,Single,Bachelor,Human Resources,Kerala,Kochi,9566303633,Marketing,Digital Marketing Specialist,Travel_Frequently,Work From Office,0.3,0,0,0,0,2028-09-14,27100,3-6 LPA,10,2,4,1,1,1,4,2,0.3,No,No,No
